,名称,大类,中类,小类,省,市,区,经度,纬度
977,广州从化柳银村镇银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.594909,23.551556
978,广州农商银行(河滨支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.594043,23.55049
979,中国人民银行(从化支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.586139,23.546743
980,中国农业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.585407,23.546741
981,农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.592166,23.536993
982,中国工商银行(东庭轩酒店西北),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.595775,23.544881
983,广州农商银行(新世纪支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.589469,23.548086
984,广州农商银行(青云分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.584412,23.543715
985,中国邮政储蓄银行ATM(河西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.589603,23.546645
986,中国工商银行(从化凤仪支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.588122,23.541811
987,中国建设银行(从化新城广场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.585394,23.539777
988,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.587612,23.543905
989,中国银行(广州从化府前路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.588142,23.541032
990,中国建设银行ATM(雍禾苑住宅小区C区东),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.582869,23.535934
991,广州农商银行(向阳分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.59103,23.551995
992,中国工商银行(从化荔香支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.589572,23.534495
993,中国农业银行(神岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.529043,23.485364
994,中国农业银行(从化欣荣宏支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.591642,23.529952
995,广州农商银行(神岗分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.529734,23.48575
996,广州农商银行(锦村分理处),金融保险服务,银行,农村商业银行,广东省,广州市,从化区,113.582224,23.516137
997,广州农商银行ATM(神岗分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.529763,23.486035
998,广州农商银行ATM(锦村分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.582139,23.516235
999,广州农商银行(欣荣宏分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.592104,23.531051
1000,中国农业银行金穗惠农通银行卡助农取款服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.519827,23.475589
1001,中国建设银行(广州中新知识城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.565471,23.27846
1002,广州农商银行(镇龙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.58076,23.277579
1003,中国邮政储蓄银行(镇龙储蓄所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.577183,23.277237
1004,广州夏信商务公司广州夏和银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.585182,23.278225
1005,中国农业银行广州知识城支行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.543968,23.32987
1006,中国银行(腾飞园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.545034,23.330117
1007,中国建设银行(校园e银行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.567496,23.30364
1008,中国工商银行(广州知识城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.52088,23.353852
1009,广州农商银行(九佛支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.519064,23.354686
1010,广州黄埔惠民村镇银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.522223,23.35106
1011,广州农商银行(何棠下分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.533631,23.343293
1012,中国农业银行(鱼窝头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.458163,22.852667
1013,中国邮政储蓄银行(鱼窝头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.458775,22.850435
1014,广州农商银行(东涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.455289,22.885051
1015,广州农商银行(留东支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.502256,22.850558
1016,建设银行AMT,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.456507,22.848459
1017,中国农业银行(东涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.461514,22.884765
1018,中国银行(广州丰田支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.499301,22.835003
1019,广州农商银行(鱼窝头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.458096,22.849073
1020,广发银行(黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.508112,22.825944
1021,中国建设银行(南沙东涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.458319,22.886576
1022,中国农业银行(广州黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.509057,22.825791
1023,广州农商银行(石排分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.481743,22.870396
1024,中国工商银行(东涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.454999,22.888212
1025,中国银行(广州东涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.460675,22.885425
1026,中国农业银行石排(石牌)村农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.481284,22.87016
1027,广州农商银行ATM(留东支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.502307,22.850608
1028,中国银行(广州黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.514649,22.825154
1029,广州农商银行(东深支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.45821,22.851944
1030,广州农村商行银行(南沙中心支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.45529,22.885052
1031,中国工商银行(南沙黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.513981,22.825019
1032,中国邮政储蓄银行(南沙黄阁营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.507684,22.824813
1033,中国邮政储蓄银行(吉祥营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.454898,22.885447
1034,中国建设银行(黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.514091,22.825124
1035,广州农商银行(黄阁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.508146,22.826291
1036,广州农商银行(海傍支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.469221,22.927516
1037,中国农业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.488296,22.942413
1038,中国建设银行(亚运城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.489161,22.954249
1039,广州农商银行(石楼支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.485626,22.9673
1040,广州农商银行(裕丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.493793,22.93566
1041,中国工商银行(广州亚运城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.482163,22.944686
1042,中国工商银行(石楼支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.485047,22.967039
1043,中国银行(广州番禺石楼支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.489569,22.969331
1044,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.460456,22.957495
1045,广州农商银行(前锋支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.448486,22.925931
1046,中国邮政储蓄银行(石楼支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.484547,22.971231
1047,广州农商银行(石基南浦分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.468086,22.960573
1048,中国农业银行(广州番禺石楼支行)(装修中),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.488984,22.969089
1049,中国农业银行ATM(市莲路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.457985,22.953713
1050,中国银行ATM(港前路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.504494,22.966008
1051,广州农商银行(官涌分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.456352,22.953416
1052,广州农商银行(石楼沙浦分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.485359,22.96992
1053,广州农商银行(石岐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.442035,22.953983
1054,交通银行(广东自贸试验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.518388,22.781875
1055,广州农商银行(农场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.496416,22.771867
1056,广州农商银行(庙贝分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.447555,22.790614
1057,广州农商银行(兆丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.499571,22.757456
1058,广州农商银行(麒麟支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.498668,22.811429
1059,中国银行(广东自贸试验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.513822,22.770096
1060,广州市农村商业银行ATM(兆丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.499621,22.757539
1061,广州农商银行(南沙横沥支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.49151,22.735196
1062,中国工商银行(温泉支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.654223,23.645096
1063,中国工商银行ATM(广州从化温泉支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.654275,23.645071
1064,中国建设银行ATM(温泉东路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.654216,23.644331
1065,广州农商银行(温泉分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.65808,23.640719
1066,中国工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.60986,23.524643
1067,中国农业银行ATM(长江一路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.608567,23.526428
1068,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.666816,23.603013
1069,广州银行(东城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544122,23.106251
1070,广州银行ATM(东城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544119,23.106239
1071,中国农业银行(南岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.542398,23.095231
1072,中国建设银行(南岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.535386,23.090982
1073,中国邮政储蓄银行(沙村营业所)(装修中),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.550406,23.108298
1074,中国工商银行(东区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544108,23.108885
1075,中国银行(广州开发区东区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544344,23.105728
1076,交通银行(广州经济技术开发区东区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.542697,23.109719
1077,中国银行(南岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.53197,23.089426
1078,中国建设银行(新世界支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.571261,23.109788
1079,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.577532,23.107599
1080,中国农业银行(塘头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.532219,23.089413
1081,招商银行(开发大道社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.526693,23.072073
1082,广州农商银行(南岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.542111,23.095342
1083,招商银行(广州凤凰城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.577672,23.128456
1084,中国银行(广州开发区分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.526263,23.064887
1085,中国邮政储蓄银行(黄埔东营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.535501,23.091032
1086,中国工商银行(广州沙涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.52845,23.086112
1087,广州农商银行(沙村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.561649,23.11809
1088,中国工商银行(西区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.526114,23.063373
1089,广州农商银行(榕村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544791,23.109157
1090,中国建设银行(广州西区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.526015,23.061132
1091,中国工商银行(新塘南安支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.579387,23.121024
1092,中国银行(广州增城凤凰城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.575178,23.12663
1093,广州农村商业银行(沧联分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.554596,23.117943
1094,中国建设银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.577621,23.107559
1095,中国邮政储蓄银行(沙步支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.528443,23.086139
1096,广州黄埔惠民村镇银行(沙步支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.527157,23.084794
1097,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.566434,23.1076
1098,中国工商银行(新塘碧桂园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.577207,23.125153
1099,银行贷款,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.544084,23.106352
1100,中国建设银行ATM(东城雅苑西),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.551267,23.109797
1101,广发银行(永和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.593017,23.174735
1102,中国工商银行(永和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.587042,23.178234
1103,中国建设银行(永和经济区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.562091,23.195425
1104,中国工商银行(永顺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.562377,23.195359
1105,中国建设银行(永宁支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.590395,23.182181
1106,中国农业银行(增城永和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.59164,23.176882
1107,广州农商银行(永顺分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.558792,23.194513
1108,中国农业银行(碧桂园凤晴支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.582984,23.15805
1109,中国邮政储蓄银行(永和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.588884,23.178424
1110,中国农业银行ATM(广州萝岗永和新安南路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.56288,23.19527
1111,中国建设银行(增城翡翠支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.561534,23.134076
1112,中国建设银行(凤凰城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.588188,23.137475
1113,广州农商银行(星荟分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.5827,23.158128
1114,中国农业银行(永和经济区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.562933,23.195144
1115,广州农商银行(刘村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.527312,23.156328
1116,中国民生银行(广州凤凰城凤锦苑社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.581877,23.149305
1117,中国工商银行(广州新塘支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.592951,23.136823
1118,中国工商银行(广州新塘凤凰城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.597437,23.137573
1119,中国工商银行(新塘支行)-母婴室,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.592945,23.136966
1120,中国银行(中海誉城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.527256,23.164072
1121,东莞银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.593736,23.136036
1122,兴业银行(凤凰城社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.583669,23.160369
1123,平安银行(广州万科山景城社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.525716,23.210958
1124,中信银行(凤凰城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.590897,23.137008
1125,广州农村商业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.542809,22.91494
1126,广州农商银行(江鸥分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.54287,22.91486
1127,中国农业银行ATM(凤凰城酒店),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.576682,23.134692
1128,广州农商银行ATM(永胜北街),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.5918,23.179571
1129,广州农商银行(荷村分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.528904,23.14378
1130,中国工商银行(禾丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.553871,23.212114
1131,广州农商银行ATM(荷村分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.528994,23.143791
1132,广州农商银行ATM(荷村大楼东),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.534634,23.141867
1133,上海浦东发展银行(凤凰城小微支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.58856,23.136935
1134,中国光大银行(凤凰城社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.58789,23.136961
1135,广州农商银行(大冲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.557535,22.768209
1136,中国银行ATM(金岭南路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.556837,22.768196
1137,中国建设银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.557126,22.767936
1138,中国工商银行(金岭路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.54865,22.789934
1139,广州农商银行(广隆分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.547905,22.778823
1140,广州农商银行(滨海支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.534116,22.776513
1141,顺德农商银行(广州南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.530135,22.801958
1142,中国银行(广州南沙金洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.551117,22.794592
1143,中信银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.537267,22.798371
1144,中国农业银行(进港大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.550147,22.799517
1145,广州银行(广东自贸试验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.530003,22.802006
1146,中国邮政储蓄银行(南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.573756,22.745907
1147,广州银行(南沙滨海支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.533954,22.777794
1148,中国建设银行(广州南沙开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.546974,22.800145
1149,平安银行(广东自贸试验区南沙分行营业部),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531881,22.788847
1150,中国建设银行ATM(万达广场),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.533437,22.79435
1151,中国建设银行(广州南沙湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.577331,22.746492
1152,中国银行(广州大岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.575361,22.746283
1153,广州农商银行(裕兴支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.549725,22.800635
1154,招商银行(广东自贸试验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.538581,22.799765
1155,中国光大银行(南沙金洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.545491,22.800027
1156,中国光大银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.534076,22.800101
1157,中国民生银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.53721,22.798175
1158,上海浦东发展银行(自由贸易试验区分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.533173,22.788842
1159,广州农商银行ATM(沙南分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.539765,22.884962
1160,中国邮政储蓄银行(金洲营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.54977,22.799609
1161,九江银行(暂停营业),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531175,22.801174
1162,中国建设银行(凤凰大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.523256,22.791822
1163,长沙银行(南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.534146,22.794937
1164,中国建设银行(广州环球中心支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.522257,22.800722
1165,广州农商银行ATM(创业大街),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.563326,22.754105
1166,华夏银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.533836,22.799515
1167,广州农商银行(金洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.555919,22.799377
1168,中国银行(广州中铁建支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.522342,22.802284
1169,中国工商银行(广州凤凰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.526201,22.801741
1170,中国农业银行(广东自由贸易试验区南沙分行营业部),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.534158,22.795431
1171,九江银行(广东自贸试验区南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531687,22.788921
1172,东莞银行(自贸试验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531588,22.788905
1173,广东南粤银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.528422,22.789644
1174,中国邮政储蓄银行(进港大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.545865,22.7993
1175,广州农商银行(南沙大岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.575307,22.745656
1176,中国农业银行(南沙环球中心支行)(装修中),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.522321,22.801915
1177,广州农商银行(珠江分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.546519,22.701379
1178,中国建设银行(南沙珠江街支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.542713,22.699025
1179,中国农业银行(华侨农场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.546955,22.703052
1180,广州农商银行(五冲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.54737,22.703699
1181,中国邮政储蓄银行(万顷沙营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.551877,22.70683
1182,中国银行(万顷沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.544523,22.70248
1183,中国工商银行(珠江支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.542561,22.698851
1184,中国建设银行ATM(珠江西一路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.542615,22.698915
1185,广州农村商业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.546571,22.701319
1186,广州农商银行(万顷沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.552274,22.709981
1187,创兴银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531544,22.788976
1188,广发银行(广州南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.538989,22.799731
1189,中国工商银行ATM(凤凰大道),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.526342,22.801706
1190,东莞农村商业银行(南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531303,22.801071
1191,南洋商业银行(广东自贸试验区南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.538764,22.79973
1192,中国工商银行(广东自由贸易实验区南沙分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.531322,22.801107
1193,中国农业银行(南沙政务中心支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.526086,22.801681
1194,广州农商银行(南横分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.593861,22.74917
