,新斯浦物流中心,生活服务,物流速递,物流速递.1,广东省,广州市,花都区,113.238132,23.41208
803,智慧社区服务厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,黄埔区,113.575713,23.277673
804,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.565328,23.278066
805,壹米滴答,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.583096,23.277096
806,菜鸟驿站(中泰天境店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.585284,23.275079
807,申通快递,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.581845,23.278862
808,快递超市,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.585087,23.277506
809,镇龙邮政支局,生活服务,邮局,邮局,广东省,广州市,黄埔区,113.577062,23.27724
810,快递物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.585013,23.278942
811,圆通快递,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.584971,23.278973
812,中国联通(火烽通讯专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,黄埔区,113.574926,23.277482
813,德邦快递,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.551968,23.327139
814,中国电信(智慧社区服务厅合景店),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,黄埔区,113.553634,23.32488
815,jDL京东快递,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.55214,23.325176
816,菜鸟驿站(广州合景天峻正门12号111店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.553233,23.325694
817,中国联通绿地营业厅,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,黄埔区,113.548978,23.323755
818,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,黄埔区,113.54235,23.330856
819,中国移动(手机维修中心),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,黄埔区,113.549258,23.323795
820,宏峰物流有限公司,生活服务,物流速递,物流仓储场地,广东省,广州市,南沙区,113.448277,22.846945
821,广州市南沙区东涌邮政支局,生活服务,邮局,邮局,广东省,广州市,南沙区,113.454881,22.885393
822,中通快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.485649,22.860975
823,广州业基物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.486182,22.862048
824,鑫明通物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.487659,22.861526
825,中通番禺东涌公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.485854,22.860951
826,中国移动沟通100服务厅(鱼窝头服务厅),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.459398,22.849721
827,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.463136,22.85152
828,广州特兰富力运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.492072,22.854754
829,广州豪台仓储物流转运园区,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.491609,22.856118
830,创诚,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.48632,22.862158
831,广州汇速物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.490391,22.858772
832,鱼窝头投递站,生活服务,邮局,邮政速递,广东省,广州市,南沙区,113.458833,22.850245
833,中国电信(南沙鱼窝头营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.458376,22.852515
834,原尚物流,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.496013,22.852086
835,中国联通(同康营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.459086,22.850123
836,中国电信石排营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.48303,22.871356
837,中国联通中联通讯专营店,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.48223,22.870646
838,韵达快递代收点,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.459816,22.849962
839,韵达速递(广东广州南沙区公司东涌美林广场分部),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.493375,22.855271
840,菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.482306,22.87135
841,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.463166,22.845641
842,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.457767,22.855294
843,韵达(南沙北盛林服务站),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.457867,22.855083
844,智慧社区服务厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,南沙区,113.482915,22.871385
845,广州创景物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.50061,22.850483
846,亚运城菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.475057,22.939921
847,中国移动光纤宽带(办理点),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,番禺区,113.475191,22.941072
848,中国电信(亚运城社区店),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,番禺区,113.484817,22.939396
849,智慧社区服务厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,番禺区,113.475096,22.941186
850,菜鸟驿站(广州番禺亚运源筑106号店),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.484936,22.938528
851,圆通速递(亚运城分部),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.49048,22.934797
852,中国移动5G,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,番禺区,113.467947,22.928152
853,中国联通智慧生活馆(智慧沃家成健亚运城社区沃店),生活服务,电讯营业厅,电讯营业厅,广东省,广州市,番禺区,113.475166,22.940333
854,中国电信(营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,番禺区,113.476572,22.918984
855,中国电信智慧社区服务厅(石楼亚运城店),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,番禺区,113.475089,22.941173
856,冷链配送,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.479643,22.777438
857,联昊通速递有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.486172,22.773516
858,神力土石方运输公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.491008,22.774849
859,农产品加工配送中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.486817,22.77599
860,广州双银运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.495802,22.772161
861,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.493668,22.755995
862,中国邮政(骏达快运),生活服务,邮局,邮局,广东省,广州市,南沙区,113.498047,22.756222
863,中国联通(湘扬通信专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.493721,22.755936
864,广州顺心物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.497673,22.752285
865,顺风速运,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.505838,22.7847
866,顺心物流(南沙)/中通快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.497476,22.752521
867,品骏快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.445746,22.788773
868,跨越速运有限公司南沙黄阁营业部,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.498872,22.797481
869,广州市锌润货物运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.475401,22.806894
870,中通快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.501358,22.807019
871,中国联通智慧生活馆,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.491207,22.73447
872,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.49707,22.811705
873,广州荣运通国际物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.499509,22.809653
874,广州市挚腾物流南沙操作中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.517671,22.803221
875,温泉邮政代办所,生活服务,邮局,邮局,广东省,广州市,从化区,113.657942,23.640341
876,中国电信(温泉营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,从化区,113.657844,23.642118
877,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.660296,23.642729
878,菜鸟驿站(广州从化碧泉路门店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.655862,23.644559
879,从化市温泉镇温泉居委农村邮政服务站,生活服务,邮局,邮政速递,广东省,广州市,从化区,113.656712,23.644339
880,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.629438,23.626667
881,顺丰速运(温泉营业站),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.635917,23.619291
882,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.634353,23.627159
883,龙邦物流,生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.482232,22.963874
884,中通快递(前锋村分部),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.445165,22.935903
885,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.446675,22.943758
886,天地华宇(嵩山路),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.478617,22.962225
887,圆通速递番禺公司(石楼分部),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.481568,22.962062
888,德邦物流(石楼营业部),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.479376,22.96562
889,申通快递广东申通物流有限公司(石楼分公司),生活服务,物流速递,物流速递,广东省,广州市,番禺区,113.48224,22.958005
890,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,番禺区,113.484254,22.967942
891,中国邮政农村邮政综合服务站,生活服务,邮局,邮局,广东省,广州市,从化区,113.645088,23.4813
892,中国邮政农村邮政综合服务站,生活服务,邮局,邮局,广东省,广州市,从化区,113.619558,23.478763
893,菜鸟驿站(广州从化和睦村门店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.62925,23.5234
894,菜鸟驿站(广州从化凤二村店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.67027,23.51097
895,菜鸟驿站(广州城建学院3区),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.613527,23.521527
896,中国联通,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,从化区,113.601537,23.530514
897,英山吉祥物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.612199,23.520213
898,龙兴物流,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.598889,23.524381
899,申通快递(广东从化公司),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.599994,23.523475
900,菜鸟驿站(城建一区商务中心),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.61062,23.528637
901,名城菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.601008,23.530039
902,圆通速递,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.601189,23.531729
903,京东快递(广州江埔营业部),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.598782,23.523564
904,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.601803,23.532356
905,中国移动河东营业厅,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,从化区,113.598595,23.546148
906,山木城快递服务中心,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.618443,23.587305
907,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.616097,23.587023
908,顺丰速运(广东水利电力职业技术学院校园营业站),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.618761,23.563137
909,菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.615745,23.550317
910,菜鸟驿站(广州从化珠江御景山水城36号店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.61607,23.587016
911,菜鸟驿站(宣星店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.643958,23.601637
912,菜鸟驿站(广州从化宣星村门店),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.644612,23.601
913,菜鸟驿站(乐誉佳生活超市),生活服务,物流速递,物流速递,广东省,广州市,从化区,113.618759,23.58703
914,城市配送,生活服务,物流速递,物流速递,广东省,广州市,从化区,113.601739,23.572756
915,中国联通,生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,从化区,113.614332,23.603597
916,宝供物流企业集团南岗物流基地,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.557335,23.091828
917,宝丰物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.557334,23.091827
918,中国移动金紫服务站,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,黄埔区,113.559167,23.095532
919,广州新天地物流有限公司配送中心,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.559596,23.092441
920,普洛斯宝普物流园,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.557027,23.091776
921,中恒物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.555925,23.08978
922,南贸物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.557491,23.08775
923,广东天元物流发展有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.555044,23.090808
924,美集物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.559602,23.090402
925,菜鸟驿站(广州黄埔金紫大道26号店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.558695,23.096855
926,中晟国际物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.554714,23.091104
927,广州新天地物流有限公司(康南路),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.560494,23.091595
928,速尔快递,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.552363,23.09393
929,韵达海伦堡网店,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.558921,23.099119
930,华南搅拌站快递存放点,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.564788,23.087739
931,广州市森大物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.552804,23.094704
932,精越云仓,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.567433,23.094178
933,广州文成运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.55898,23.102587
934,云速通物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.554563,23.100768
935,精越云仓物流广州有限公司,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.567562,23.093973
936,菜鸟驿站(广州增城海伦堡花园13栋店),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.55776,23.10036
937,京东物流广州萝岗中心站,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.557191,23.103441
938,菜鸟驿站(广州市黄埔区大滘洲街44号店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.550792,23.094731
939,瑞州物流,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.56748,23.099759
940,益海(广州)码头有限公司物流中心,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.530646,23.070031
941,安能物流新塘新墩营业部,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.558039,23.103378
942,极兔速递,生活服务,物流速递,物流速递,广东省,广州市,增城区,113.569107,23.098288
943,中国联通(东区营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,黄埔区,113.542336,23.110606
944,宝湾物流(云庆路),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.535124,23.135609
945,中国移动授权店,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,黄埔区,113.56245,23.1856
946,极兔速递代理点,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.56553,23.183399
947,广州顺毕达物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.563373,23.184537
948,韵达快递(崇和花园),生活服务,物流速递,物流速递,广东省,广州市,增城区,113.596475,23.168881
949,广州普旭物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.559854,23.186651
950,广州祁邦物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.56528,23.185794
951,中国联通(新加信专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,黄埔区,113.568639,23.185161
952,广汇物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.565381,23.185906
953,中国移动(腾飞特约代理点),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,黄埔区,113.530068,23.135215
954,韵达快递(桑田四路),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.567735,23.185045
955,广州公牛安全插座配送中心,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.565639,23.185011
956,极兔速递(黄埔永和网点),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.566836,23.185184
957,韵达快运(黄埔区分部),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.568901,23.18498
958,广州众城运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.560245,23.188391
959,广州文峰冷链物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.559943,23.186549
960,永和邮政花市自提点,生活服务,邮局,邮局,广东省,广州市,增城区,113.591637,23.177062
961,广州炜灏通物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.55951,23.187911
962,日信物流(暂停营业),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.572585,23.182754
963,招商物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.542827,23.149266
964,菜鸟驿站(惠嘉生活超市),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.5677,23.184827
965,菜鸟驿站(喜洋洋2937分店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.567695,23.185
966,广州市中凯联物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.554907,23.187543
967,中外运(岗贝中路),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.53222,23.138009
968,菜鸟驿站,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.562449,23.190557
969,顺心捷达,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.574141,23.184062
970,高铁快运,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.571599,23.186722
971,安能物流(广州永和营业部),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.559896,23.186612
972,菜鸟驿站(广州黄埔横坑华智街9巷2号店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.562904,23.187243
973,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.538771,23.169185
974,菜鸟驿站(广州永和华智街一巷1号店),生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.56272,23.187284
975,广州市创昇冷链物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.553841,23.188919
976,中通快递物流,生活服务,物流速递,物流速递,广东省,广州市,黄埔区,113.576278,23.183142
977,中国移动服务站,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,黄埔区,113.531392,23.161242
978,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.560132,22.774928
979,中国移动宽带服务中心,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.560245,22.76717
980,天地华宇(金岭南路),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.558359,22.76713
981,中国移动通信华联通信,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.556498,22.768872
982,中通快递(大涌营业厅),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.557317,22.767183
983,中恒物流,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.551645,22.775918
984,广州兆展运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.55041,22.77578
985,菜鸟驿站(广州南沙红荔一路领寓公寓店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.560607,22.766805
986,广州近洋物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.550036,22.855122
987,中石油鸿业储运有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.552766,22.841791
988,长久物流宝马广州DDA,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.545457,22.860365
989,广州长利物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.545237,22.86058
990,广州广祐物流发展有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.547456,22.857443
991,中石油鸿业储运有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.545948,22.833282
992,广州小虎岛石化物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.539599,22.835824
993,极兔速递南沙金洲网点,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.55446,22.817898
994,丰巢快递柜,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.521949,22.839987
995,华恒物流南沙项目部,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.520122,22.841766
996,捷世通物流(南沙分公司),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.556454,22.817115
997,广州市诺安货物运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.523758,22.842216
998,中国电信(阳光城丽景湾营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.544281,22.820041
999,弘明物流南沙物流中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.518663,22.838865
1000,中通速递(南沙网点),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.553762,22.819532
1001,广州力恒运输有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.521719,22.828944
1002,正卓国际物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.557069,22.818481
1003,广州利和物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.519925,22.829808
1004,菜鸟驿站(广州南沙阳光城丽景湾店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.543869,22.820012
1005,华润万家广州南沙物流配送中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.551214,22.81468
1006,菜鸟驿站(广州南沙沙螺湾五巷2号店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.55303,22.8163
1007,广州市金叶物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.550794,22.814109
1008,舱舱满物流,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.521484,22.819967
1009,菜鸟驿站(广州南沙越秀滨海新城店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.54928,22.814048
1010,中国邮政(万顷沙邮政支局),生活服务,邮局,邮局,广东省,广州市,南沙区,113.551896,22.706848
1011,中国电信宽带报装点,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.543797,22.698805
1012,顺丰速运,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.544194,22.696484
1013,方愿信息,生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.54986,22.707352
1014,中国电信(万顷营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.550131,22.707847
1015,速尔快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.544259,22.699309
1016,中国移动(骏达通讯特约代理点),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.546371,22.70414
1017,天天快递(工业路),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.554202,22.709283
1018,速腾快递(顺博仓储),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.553854,22.709799
1019,申通快递万倾沙营业厅,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.54868,22.707807
1020,圆通快递公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.545203,22.70027
1021,中国邮政(龙穴营业部),生活服务,邮局,邮局,广东省,广州市,南沙区,113.645374,22.687581
1022,广州骏中物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.644907,22.68655
1023,中国移动(宇龙通信),生活服务,电讯营业厅,中国移动营业厅,广东省,广州市,南沙区,113.644714,22.687263
1024,兔喜快递超市龙穴岛综合服务中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.647254,22.690366
1025,菜鸟驿站(广州南沙龙穴村龙穴路29号店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.644548,22.686376
1026,菜鸟驿站(广州南沙龙穴村龙穴路107号店),生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.647297,22.690381
1027,广州南沙钢铁物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.664176,22.673504
1028,中国电信(新垦营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.606188,22.643839
1029,启邦国际物流,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.668703,22.64169
1030,广州市思嘉物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.610313,22.641161
1031,顺丰速运,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.608969,22.642629
1032,广州市洋洋物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.672086,22.636112
1033,中国电信智慧社区服务厅,生活服务,电讯营业厅,中国电信营业厅,广东省,广州市,南沙区,113.607202,22.644822
1034,广州市众泰物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.672541,22.636263
1035,伟佳物流公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.602093,22.64097
1036,广州南沙港区运输服务中心,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.672361,22.636293
1037,广州市宸烨物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.669663,22.643701
1038,申通快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.607454,22.646879
1039,广州市南沙区新垦邮政支局,生活服务,邮局,邮局,广东省,广州市,南沙区,113.606852,22.644708
1040,广州君志物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.607184,22.647838
1041,全球物流物联网,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.608332,22.647194
1042,新垦营业厅,生活服务,电讯营业厅,电讯营业厅,广东省,广州市,南沙区,113.607215,22.644809
1043,广州市弘尊物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.60676,22.646382
1044,广州市鼎航物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.606624,22.646318
1045,百世快递,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.604173,22.647236
1046,广州市胜昌物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.673332,22.642254
1047,广州美顺供应链管理有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.670897,22.643272
1048,广州市静莉维物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.606627,22.646868
1049,广州市林怡物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.667435,22.651557
1050,广州市铭港物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.670129,22.649796
1051,广州市如立物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.669263,22.650354
1052,广州市唐大发物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.669799,22.649548
1053,广州市永富物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.604183,22.647121
1054,广州昱升国际物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.669398,22.649909
1055,广州市洋洲国际物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.669847,22.649524
1056,广州巨航国际物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.670124,22.649816
1057,中国联通(港货通讯专营店),生活服务,电讯营业厅,中国联通营业厅,广东省,广州市,南沙区,113.607175,22.644847
1058,广州浩森物流有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.670136,22.649693
1059,广州骐鸿货运代理有限公司,生活服务,物流速递,物流速递,广东省,广州市,南沙区,113.672942,22.642534
