,鲜一鲜农庄,餐饮服务,中餐厅,中餐厅.1,广东省,广州市,花都区,113.238339,23.412032
2927,富喜楼农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.733178,23.707944
2928,梦洁桂林米粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.735742,23.719837
2929,聚德轩农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.728618,23.700296
2930,荔聚农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.735951,23.693713
2931,巧心美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735169,23.718364
2932,马路边串串火锅,餐饮服务,中餐厅,火锅店,广东省,广州市,从化区,113.729836,23.702297
2933,都喜泰丽温泉度假酒店泰丽西餐厅,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,从化区,113.716006,23.695553
2934,锋婷农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.732414,23.698171
2935,碧水源农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.732744,23.702122
2936,都喜泰丽温泉度假酒店(翠湖轩中餐厅),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.716068,23.696158
2937,万物园农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.72734,23.700529
2938,醉鲜楼菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.733089,23.702483
2939,德哥美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735984,23.718572
2940,老街坊(美香云吞店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735618,23.71962
2941,明记农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.736732,23.71998
2942,荔香园(员工之家东北),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.716369,23.699699
2943,如意农家菜馆(新村环路),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.7323,23.702658
2944,全天饭市私房菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735953,23.718011
2945,德啤广场,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.715451,23.699358
2946,明记农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.73259,23.70218
2947,文轩苑中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.71373,23.697549
2948,广州从化碧水云天酒店(农家菜馆),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.730995,23.697805
2949,老杨川菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,增城区,113.628216,23.334586
2950,第9味老上海馄饨(山水郡店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.628373,23.334745
2951,老谭川湘菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,增城区,113.629531,23.333453
2952,堂记早餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.629726,23.333049
2953,寻味居农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.622375,23.331425
2954,蓝玲早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.639779,23.338907
2955,重庆饭馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.629621,23.3334
2956,鸿福来酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.630886,23.316801
2957,食得福早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.629669,23.333172
2958,鸿悠美食馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.634503,23.344544
2959,兄弟大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.629527,23.333352
2960,藕遇私厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.628277,23.334347
2961,鲜为客,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.628534,23.334474
2962,湖南大碗菜,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,增城区,113.628397,23.338385
2963,伟记士多,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.628414,23.338332
2964,潮兴海鲜菜馆,餐饮服务,中餐厅,潮州菜,广东省,广州市,增城区,113.632538,23.313049
2965,和裕饭堂小店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.635261,23.317407
2966,来益健,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.635292,23.352573
2967,美迳农庄美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632272,23.31583
2968,蒸武门(福和店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.635333,23.352353
2969,兴旺大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632284,23.359672
2970,盈扬美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.635647,23.353654
2971,雏田烤肉店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.634566,23.357736
2972,62号私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.648183,23.310639
2973,福鼎茶餐厅,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.632734,23.361215
2974,辉晨早餐,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.635646,23.353831
2975,兄弟美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.635838,23.36448
2976,麦德基汉堡店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.633088,23.359176
2977,华莱士(增城福和店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.634209,23.358177
2978,来益健茶餐厅,餐饮服务,快餐厅,茶餐厅,广东省,广州市,增城区,113.635526,23.354553
2979,高车农家乐,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.659163,23.320946
2980,德记鸡饭,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.639091,23.36008
2981,艾薇格兰西餐厅,餐饮服务,外国餐厅,外国餐厅,广东省,广州市,增城区,113.616052,23.299803
2982,钟岭你的农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.610132,23.324078
2983,一品茗茶(福和店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633696,23.35904
2984,纸上花甲烤鱼(增城店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.634618,23.356117
2985,金鼎茶餐厅,餐饮服务,快餐厅,茶餐厅,广东省,广州市,增城区,113.634189,23.358
2986,壹光粗茶淡饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.631266,23.358261
2987,肥佬大排档(月劳路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633799,23.361305
2988,上棚饭庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.647771,23.305825
2989,老四川豆花鱼庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.625008,23.294943
2990,渝都烤鱼,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.613374,23.295946
2991,荔枝园美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.647696,23.388506
2992,竹园农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.669368,23.410239
2993,君林居农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.631987,23.373093
2994,岚池美食府,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.640456,23.373291
2995,福景饭店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.605191,23.388526
2996,塘尾早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.605127,23.388138
2997,榕记鹅谷米糠店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.615274,23.376244
2998,一合里潮品牛坊(广州店),餐饮服务,中餐厅,火锅店,广东省,广州市,增城区,113.613295,23.296622
2999,菜来道牛鞭鸡子煲,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.635003,23.354981
3000,聚缘坊餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.62434,23.294161
3001,正果云吞(月劳路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633758,23.361505
3002,新联福酒家,餐饮服务,中餐厅,综合酒楼,广东省,广州市,增城区,113.634459,23.357005
3003,金银山庄,餐饮服务,中餐厅,综合酒楼,广东省,广州市,增城区,113.604101,23.321031
3004,增城恒大酒店·大三元中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.616188,23.299831
3005,潮味揭阳粿条汤面,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632988,23.36295
3006,运泽大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633309,23.363543
3007,118刺身海鲜大咖,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,增城区,113.626097,23.296076
3008,渔人码头海鲜酒家(增城店),餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,增城区,113.625358,23.294629
3009,安良村埔下路62号,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.648694,23.310805
3010,有食福,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.634025,23.358857
3011,蛤啰花甲粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.632454,23.361626
3012,畉鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633824,23.357917
3013,广州增城香薏面馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633139,23.357705
3014,一品美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633402,23.358673
3015,重庆麦子香鲜面店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.633083,23.360467
3016,陈记东莞烧鹅(福和分店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633871,23.361142
3017,张记砂锅粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.634766,23.357067
3018,俊凯河鲜美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.632739,23.303918
3019,梦滢美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633223,23.356453
3020,恒大酒店山景-中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.616244,23.299781
3021,华聪全牛宴,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632915,23.362978
3022,恒大山水城(乐乐鲜果园店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.616692,23.295826
3023,皇马生态酒廊,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.636707,23.165725
3024,恶仔蒸饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.640158,23.165388
3025,实惠自助快餐(富士康),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.63927,23.17535
3026,正味餐厅,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.639267,23.17535
3027,碧园坊披萨,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.638109,23.16448
3028,中国兰州拉面,餐饮服务,中餐厅,清真菜馆,广东省,广州市,增城区,113.637518,23.164413
3029,永康美食城,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.6329,23.170767
3030,新和农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.636445,23.165885
3031,淇仔大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.6407,23.165954
3032,新芽农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637824,23.164347
3033,北方面家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637566,23.164275
3034,小橙都冒菜(增城店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.632641,23.171226
3035,上坊街煲仔饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.638983,23.167406
3036,川湘私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632302,23.171508
3037,沙县小吃(榕园路店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.63803,23.164125
3038,老上海馄饨铺,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.632794,23.170934
3039,新江景农家菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637242,23.165175
3040,添记烧腊快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.64095,23.167863
3041,广州豫福楼酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637602,23.164096
3042,隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637542,23.164364
3043,鸿运小厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.632393,23.171355
3044,强哥私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.638922,23.164907
3045,炙口福,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637552,23.164319
3046,客满园自选快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.640892,23.183355
3047,湘岳小厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.639182,23.165853
3048,南山私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.621766,23.192076
3049,康记煲仔饭快餐,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.637398,23.164571
3050,石磨肠粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.644666,23.156307
3051,峰江土菜馆,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.654474,23.166494
3052,烧烤之家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.641845,23.149189
3053,二师兄新鲜猪杂粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.656894,23.155683
3054,国贤羊庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.65321,23.164811
3055,金粤食府,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.642745,23.155134
3056,金筷子川菜,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,增城区,113.657623,23.165639
3057,卤味道秘制酱爆猪手(九如店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.633465,23.183186
3058,奉记金牌烧腊快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.657099,23.168816
3059,愿者上钩·烤鱼·湘菜(沙埔店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.656863,23.166843
3060,旺记金牌猪肚鸡,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,增城区,113.642195,23.155085
3061,好味蒸饭(沙铺店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.660755,23.158675
3062,南苑餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.650583,23.277283
3063,红绿灯肥林快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.622849,23.243823
3064,同康早餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.625421,23.272478
3065,河南烩面店(城高路店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.647182,23.277297
3066,一口香石锅鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.613205,23.261222
3067,东和餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.647316,23.27683
3068,福建沙县小吃,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.613988,23.261041
3069,湘赣木桶饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.613463,23.262107
3070,湘川菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.64729,23.276202
3071,随缘小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.64729,23.276094
3072,开心早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.613016,23.260672
3073,湘川快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.614657,23.26114
3074,阿锋快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.614576,23.26099
3075,東来湘,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.609471,23.240259000000002
3076,雀裕明美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.653321,23.277792
3077,潮味自选快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.613938,23.262705
3078,川湘家常菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.61361,23.262241
3079,九和烧腊,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.613685,23.262356
3080,湘一高佬庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.626631,23.281117
3081,重庆小面自选快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.614181,23.261077
3082,正宗黄牛肉馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.621816,23.283413
3083,九和宵夜档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.613111,23.2606
3084,潮味美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.647272,23.276136
3085,光头佬大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.612971,23.260653
3086,沙县小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.64814,23.278059
3087,玉香大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.61357,23.262332
3088,胖哥川菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,增城区,113.647343,23.276552
3089,光头佬湘菜馆,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,增城区,113.647625,23.278136
3090,翠儿家·私房美食特色凉拌(中新店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.627422,23.280147
3091,香山农庄(太新路店),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.648304,23.226726
3092,城记,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.609372,23.248698
3093,武林厨神·粤式茶点(中新店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.62856,23.28021
3094,客湘缘湘菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.648413,23.27869
3095,龙一沙河粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.647979,23.278016
3096,群添快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.644433,23.278999
3097,富鸽农庄(中新店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.653247,23.279839
3098,华莱士(增城宁西新顺佳店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.660117,23.218012
3099,皇鸽餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,黄埔区,113.599954,23.28405
3100,善昌美食店,餐饮服务,中餐厅,火锅店,广东省,广州市,增城区,113.670223,23.264562
3101,五华鱼生,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.623598,23.292649
3102,源沣酒家,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,增城区,113.631023,23.113881
3103,柴火大院农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.721164,23.579487
3104,灌村广场饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.714796,23.579464
3105,小叶美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.715969,23.578784
3106,天源饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713475,23.580459
3107,竹溪农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.728285,23.57939
3108,汇福农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713633,23.57668
3109,兄弟美食商店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.717312,23.578485
3110,荔枝木烧鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.728114,23.579408
3111,华女小食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713068,23.580303
3112,蒸爱馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712941,23.580771
3113,大众饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712527,23.580843
3114,农园坊农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735813,23.58142
3115,石坑广场七星烧腊店(政通路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713627,23.579876
3116,荔竹农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.735786,23.580984
3117,仙湖园农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.737471,23.581048
3118,丰源酒店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712102,23.581477
3119,荔仙源农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.739425,23.580749
3120,沙县小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.727143,23.579046
3121,荔下豆花,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.719697,23.549535
3122,亲子百果园百果餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.742132,23.579035
3123,碧雅农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.736466,23.581138
3124,荔乡农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.752628,23.573411
3125,南平味可居农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.714973,23.542807
3126,荔园小聚农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.719849,23.550401
3127,华馨食府,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.717924,23.551945
3128,灵记美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.687415,23.577336
3129,贡福楼农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.755774,23.572838
3130,凤凰轩私房菜馆(七十七号私厨),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.697101,23.581233
3131,农园居农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.751221,23.574461
3132,东莞丰汇楼农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.751559,23.574932
3133,米斯特比萨,餐饮服务,外国餐厅,外国餐厅,广东省,广州市,从化区,113.698065,23.611038
3134,南平静修小镇水芳阁餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.720046,23.547779
3135,客家婆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.74335,23.580078
3136,佰水寨农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.753012,23.573342
3137,云姨私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.714055,23.547863
3138,客家山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.688714,23.652469
3139,海泉湾竹筒饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.681182,23.658447
3140,旋转小火锅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.708251,23.639207
3141,美丽村农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.721507,23.624186
3142,黄围农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.680482,23.659832
3143,港式碟头饭,餐饮服务,中餐厅,火锅店,广东省,广州市,从化区,113.684799,23.63904
3144,柴火宴(温泉镇店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.68055,23.657104
3145,雅宝农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.6803,23.658023
3146,乡村农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.679438,23.650271
3147,鸿昌农家特色美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.680378,23.658209
3148,桃姐农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.681781,23.65236
3149,英姐农家乐,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.727547,23.621952
3150,小英园林农家私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713674,23.620025
3151,金华农家乐,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.680352,23.658398
3152,四季农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.679826,23.659943
3153,渔田农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.706528,23.619169
3154,口味香农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712702,23.620095
3155,品乡味菜馆,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.693546,23.681938
3156,金常农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.678759,23.662051
3157,味泉阁,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.708139,23.687553
3158,热水农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.708446,23.688916
3159,自然农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.741758,23.62219
3160,兴和园农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713405,23.620054
3161,衡记农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.694264,23.682603
3162,同心农庄(温泉大道店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.678614,23.662933
3163,金海农家菜馆,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.742506,23.689573
3164,健胃快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.710715,23.619175
3165,东区三饭餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.682163,23.634249
3166,罗庄农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.756391,23.621808
3167,永丰农庄,餐饮服务,中餐厅,综合酒楼,广东省,广州市,从化区,113.691616,23.681003
3168,聚福缘农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.679899,23.65952
3169,冬姐农家菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.713048,23.620115
3170,第五道菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712146,23.619816
3171,鱼米之乡农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.71211,23.619808
3172,正宗石磨肠粉,餐饮服务,外国餐厅,韩国料理,广东省,广州市,从化区,113.691994,23.629725
3173,上好农家菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.714677,23.620731
3174,重庆湖边纸包鱼,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,从化区,113.679282,23.63257
3175,瑶池山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.756716,23.622248
3176,凤姐农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.712825,23.619674
3177,煌上煌酱鸭(广州南方学院店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.679965,23.630156
3178,壹姐美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.708728,23.68906
3179,宏记农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.710459,23.690642
3180,丽冬农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.710629,23.690763
3181,蜀胖叔重庆小面,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.740044,23.412539
3182,铜锣湾山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.681032,23.40742
