,美佳乐百货超市,购物服务,便民商店/便利店,便民商店/便利店.1,广东省,广州市,花都区,113.239068,23.411943
754,美意家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.652169,22.684305
755,阿兵便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.652103,22.684363
756,添好副食店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.60862,22.655786
757,南沙湿地小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.640171,22.610607
758,葵花便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.618965,22.631001
759,喜市多,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.606668,22.644906
760,万顷沙镇平价商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,南沙区,113.607483,22.644114
761,昆仑好客便利店(新街),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.740556,23.723884
762,良一超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.735156,23.718588
763,禤苑花商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.731378,23.720683
764,芯语杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.735172,23.718769
765,甜轩蜜商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.731547,23.714814
766,凌通商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.732571,23.716461
767,龚汉钟商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.730579,23.714906
768,便利店(良口建材购销部),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.731905,23.715048
769,星茅便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.64039,23.338048
770,悠源便民店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.640265,23.33867
771,民乐购商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.639872,23.338615
772,秋菊士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.639876,23.338907
773,辰家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.629305,23.33369
774,广州市增城培隆商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.630295,23.330217
775,恒大山水郡美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.628021,23.334613
776,凤昊商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.648941,23.325423
777,陈记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.631368,23.344124
778,家家乐超市(霞福路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.630797,23.319875
779,合作百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.651728,23.344058
780,美乐佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.66078,23.433693
781,池岭辛锐商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.604188,23.401402
782,椿润便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.600054,23.385156
783,杨林商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.635261,23.352117
784,利团百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.63527,23.352115
785,岭心士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.632517,23.315389
786,方圆商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.636211,23.35359
787,正心商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.636315,23.353603
788,易捷便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.635139,23.353451
789,下云百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.635043,23.353042
790,闽香便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.634898,23.354826
791,灵杨商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.634866,23.355356
792,小曦家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.638235,23.169102
793,万家福超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.63851,23.168036
794,天猫小店生津超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.632827,23.170965
795,永康生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.631831,23.171763
796,六号便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.639127,23.166808
797,京东便利店马山宿舍,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.631671,23.172463
798,吉昌厨具百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.640578,23.166458
799,榕园百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.639102,23.164765
800,金河百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.637281,23.164606
801,鑫兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.623268,23.162992
802,丰榕百货商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.638253,23.164203
803,美宜佳(白水村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.637619,23.164225
804,白水士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.640446,23.163326
805,家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.644748,23.154362
806,贵珍商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.634264,23.183182
807,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.660592,23.158657
808,福旺家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.641026,23.163056
809,美丰便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.638769,23.161561
810,威科商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.634178,23.183189
811,昌隆百货商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.653762,23.150376
812,惠多多商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.644042,23.25964
813,佳诚便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.61442,23.26101
814,葵华商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.626324,23.242382
815,年香便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.623623,23.243676
816,雪仁商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.623144,23.243763
817,顺兴生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.658903,23.254862
818,陆盛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.658902,23.254919
819,为峰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.644665,23.232199
820,凤喜百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.614937,23.261147
821,旺旺零售商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.644478,23.23032
822,彩丹商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.716865,23.578544
823,盛禾商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.715713,23.578866
824,兴祥杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.716202,23.57871
825,亮少商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.71506,23.579058
826,俊锋商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.714375,23.578794
827,鸿镇美食商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.715728,23.578858
828,得福商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.71447,23.579164
829,从化温泉新田心商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.714461,23.579342
830,天源商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.713201,23.580644
831,大华百货(兴盛街店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.712638,23.580605
832,永香商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.712673,23.581451
833,圆顺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.714928,23.620802
834,温泉桃莲购销部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.729318,23.621046
835,芙蓉兴盛(夏蓝分店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.712547,23.619989
836,从化温泉众旺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.712461,23.619577
837,凤莲商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.71067,23.618961
838,国宇商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.679343,23.650144
839,泳衣便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.694347,23.682668
840,便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.708998,23.689208
841,衡记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.694287,23.682919
842,龙泉加油站-便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.696649,23.684117
843,骏仔便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.732908,23.690971
844,振辉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.699307,23.616341
845,嘉富源商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.738353,23.690857
846,桃姐商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.67981,23.622399
847,乌士士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,从化区,113.680842,23.616688
848,秀青商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.737301,23.431727
849,二龙光辉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.742794,23.388153
850,翔凤商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.742776,23.38794
851,罗坑商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.751459,23.411163
852,二龙百货五金,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.741698,23.387365
853,祖豪批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.743259,23.387985
854,二龙柏龙商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.743627,23.388207
855,二龙学校五金百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.74507,23.389096
856,沙岗商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.743191,23.387957
857,二龙成丰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.742746,23.387781
858,联达百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.680897,23.425141
859,沙岗小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735616,23.376116
860,增城区中新镇多尔福商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.680056,23.428535
861,广州市增城区翀翀商店(长埔店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.704323,23.375115
862,荔桂便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.73807,23.487301
863,正丰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.738079,23.487305
864,赵球商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.756822,23.48691
865,路枚商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.737275,23.460226
866,蔡梅商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.714437,23.257763
867,宏兴百货(广州增城区),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.71441,23.257778
868,庆群商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.711122,23.254833
869,昌盛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.7115,23.258312
870,郎庄杂货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.711985,23.260149
871,耀英商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.711129,23.266443
872,荣丽便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712972,23.266581
873,鑫星批发百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.708921,23.265994
874,滴留香商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.706345,23.264114
875,百汇便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.70903,23.265604
876,旭旭百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.708638,23.26619
877,惠员便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.708986,23.266495
878,普塱百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.709593,23.266508
879,新壹,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.710806,23.266464
880,众员百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.707889,23.268002
881,岗尾香云商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718178,23.316148
882,北环士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718018,23.305572
883,波记士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.717983,23.305463
884,倍健便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.710043,23.298469
885,鸿兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.705965,23.295189
886,兴东超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.699098,23.294685
887,信福百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.699054,23.294756
888,竹金商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.698241,23.298196
889,请进商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712624,23.273863
890,世润便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.708014,23.273243
891,嘉濠百货(南利路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712779,23.27403
892,镜杰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.702252,23.273542
893,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716627,23.17264
894,广新批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716657,23.172566
895,因因便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.717198,23.174728
896,就记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716808,23.174603
897,肥萍超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.72166,23.173495
898,烨朗商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.717816,23.170259
899,钰星商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719162,23.169769
900,柏雄商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719476,23.169754
901,贵友商店(运河东路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719615,23.169748
902,盈裕商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.720344,23.169979
903,广州市娇雅商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718308,23.169678
904,荣丰门市部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718681,23.168921
905,志醇商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.7164,23.168805
906,利丰批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718948,23.167982
907,森发百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.715262,23.177437
908,德信商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719131,23.166195
909,龙湾商店(仙村大道店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718001,23.178951
910,乐佳乐便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.715229,23.166964
911,穗彤商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718871,23.1661
912,村庄商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.714501,23.166624
913,和记杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719869,23.165873
914,桐毅商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713849,23.166685
915,车站商店(建设西路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.715661,23.1661
916,美宜佳(仙村一路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.71939,23.165113
917,新客隆7A便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719565,23.16505
918,进奉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.714211,23.180221
919,容成百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.718383,23.165252
920,益源批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.715536,23.16479
921,新一家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713716,23.18051
922,小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.726487,23.178099
923,增城福利商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.715638,23.164342
924,伟娴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713956,23.181031
925,水韵轩,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.722577,23.164641
926,三佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716462,23.163998
927,下塘小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713863,23.181337
928,怡昌综合店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719824,23.165097
929,承悦商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.721667,23.164967
930,广信购销部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.710045,23.167269
931,品祥商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.722614,23.163661
932,添记商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719561,23.163942
933,列连商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.719187,23.164915
934,神山路便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.722616,23.162734
935,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.717097,23.184041
936,福惠超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.727081,23.16403
937,广州市增城六月天商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716551,23.184652
938,家和百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.71664,23.185681
939,嘉威商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713804,23.18569
940,珍儿百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716787,23.185003
941,顺通商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.705591,23.167932
942,金鸿利百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.704254,23.171521
943,沙头张全商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.705464,23.16785
944,百胜商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712591,23.186856
945,悦来悦便利,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.708676,23.184384
946,美宜佳(仙村大道店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.71601,23.187705
947,媛荣商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712426,23.18735
948,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716521,23.189375
949,兴华小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.702629,23.181547
950,啊软士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.734367,23.181755
951,康记士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.701023,23.180344
952,汇怡商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.73595,23.184733
953,利达批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735832,23.184477
954,仙蓝商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735877,23.184626
955,喜相逢百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.736065,23.18524
956,巷头小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.736098,23.158892
957,谊记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735943,23.184737
958,锐淘商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735977,23.185144
959,龙田境西北小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.73488,23.158044
960,源伟百货商店八,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.690333,23.176425
961,源伟百货商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.690459,23.17634
962,兴荣商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.749695,23.181874
963,东记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.749173,23.181846
964,美宜佳超市(万科金色里程店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.727701,23.198845
965,贝一商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.716513,23.14243
966,夜宵档小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.684069,23.166322
967,叠岭便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.713216,23.203451
968,月东商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.684072,23.166321
969,易发便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.683703,23.166526
970,康记士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.693661,23.197338
971,我余便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.712901,23.206654
972,天天来百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.736206,23.204409
973,隆盛商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.680263,23.166285
974,三安小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.684214,23.157465
975,涛天商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.740285,23.200677
976,利丰百货商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.740319,23.200821
977,上基小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.687533,23.151042
978,便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.680074,23.166308
979,全记小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.690668,23.147261
980,均记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.691036,23.146558
981,佰乐佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.678907,23.169291
982,六月天便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735461,23.204914
983,正明商店(达兴),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735414,23.206134
984,增源商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.710993,23.209813
985,来兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.740385,23.203217
986,贤裕百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.735433,23.206275
987,田心批发价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.74112,23.211963
988,鹏飞百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.757101,23.148056
989,田心小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.741685,23.2118
990,秋记商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.741737,23.211813
991,龙吉胜超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.741226,23.211812
992,增城逸峰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.67898,23.202875
993,彩楼商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.679843,23.203897
994,广州忠选便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.75563,23.204105
995,湖东商店(三湖路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.683378,23.206031
996,淦艳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.751557,23.205969
997,新坣好商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.752287,23.206076
998,晨明商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.755444,23.204427
999,西丫商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,广州市,增城区,113.678826,23.212616
