,健源商品店,购物服务,便民商店/便利店,便民商店/便利店.1,广东省,深圳市,宝安区,113.773965,22.726737
722,百家宜超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.212224,22.673712
723,深圳市龙岗区官芳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21282,22.673202
724,壹佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.211015,22.641973
725,星美泽便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21111,22.641998
726,极客速团便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.210991,22.641413
727,美宜佳(龙岗横岗上围村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.211268,22.642751
728,有好家,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21167,22.643093
729,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.209694,22.641572
730,易站(悦民路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.209301,22.642098
731,佳圆圆便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.210153,22.641502
732,俊盛兴百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21672,22.608732
733,好一族商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220046,22.606684
734,佳泽商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220058,22.609354
735,友谊平价商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.22048,22.606828
736,源利商店(凤凰路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220356,22.609344
737,好实惠百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220456,22.610866
738,吉新百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220546,22.611014
739,云客岛便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220564,22.611072
740,昌盛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.222024,22.610808
741,美家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.221236,22.611743
742,桐辉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.221135,22.60903
743,玉新君商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220275,22.610527
744,光辉百货商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.22218,22.611232
745,丁诚百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.199408,22.594015
746,喜得来便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.22214,22.610941
747,仁中百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.222204,22.610973
748,林园便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221027,22.55712
749,兴隆商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221214,22.556982
750,天天好商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.228243,22.552626
751,园林商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221086,22.556903
752,新自然商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221168,22.554183
753,易站(盘山公路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221022,22.553349
754,德春商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.22337,22.555276
755,展鸿商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.231433,22.550397
756,清梅商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221265,22.553129
757,美宜佳(关前大楼店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.223498,22.553715
758,文达百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.223453,22.553798
759,百益嘉便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.22348,22.55379
760,福民商店(园林路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.221273,22.556935
761,红花岭小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.255853,22.756991
762,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.249336,22.752949
763,玉湖山畔百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.245884,22.756715
764,美客通连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.245784,22.756858
765,义德小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.24821,22.754305
766,美宜佳(齐心路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247639,22.754443
767,深圳市龙岗区深云辉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.244433,22.759203
768,繁秋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247161,22.754415
769,家家乐便利店(清水路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.248053,22.753857
770,美宜佳(龙岗珠江广场新店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.250292,22.726024
771,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247451,22.727397
772,上好便利店(玉田路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.254308,22.729162
773,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.251354,22.720963
774,惠万家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247974,22.683076
775,美宜佳(龙岗嶂背二村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.248997,22.686602
776,城市便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.24811,22.686409
777,如意商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.239094,22.679553
778,美家福生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247465,22.682912
779,裕民商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.250304,22.684735
780,圣碧商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247868,22.683484
781,理好家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247619,22.683106
782,鹏业百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.255337,22.690001
783,银盛批发商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.24785,22.683285
784,勤发和兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247629,22.683913
785,诚辉便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247564,22.683833
786,清河便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.252378,22.686023
787,恒利百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.248985,22.685462
788,好宜佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.24286,22.650256
789,潮兴便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247963,22.646211
790,湘源兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247008,22.646257
791,新福源超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.246768,22.64685
792,顺意百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247796,22.647238
793,信兴商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.246644,22.646834
794,钊达兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.247875,22.647182
795,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.246285,22.646977
796,便利仔,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.245407,22.646421
797,园山小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.241491,22.639254
798,源泉百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.234862,22.647613
799,熊熊便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.245498,22.64781
800,雅堂小超(沙荷路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.245428,22.646798
801,云客岛连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.243652,22.646311
802,永隆盛便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.244127,22.646377
803,明文批发商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.24332,22.64591
804,海美居便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.25301,22.596285
805,乐惠便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.247524,22.595443
806,裕兴百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.254667,22.595615
807,新坜背杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.245124,22.596697
808,万家兴,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.253898,22.594075
809,科创便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.244654,22.596616
810,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.249942,22.592662
811,鑫隆便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.247126,22.5946
812,怡阳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.250822,22.593566
813,晓峰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.247745,22.59422
814,一统便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.247682,22.594212
815,森兴商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.250611,22.593864
816,潮商惠便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.245307,22.56212
817,天虹微喔(大百汇店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.249809,22.567283
818,美宜家便利店盐田港西站店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.24556,22.561279
819,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.253817,22.568962
820,仆公英便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.244047,22.561686
821,镁源商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.243973,22.562176
822,颂心便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.253288,22.568622
823,新自然商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.244228,22.561097
824,太平源照相馆(便利商店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.243904,22.562037
825,保发大厦便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.242798,22.559011
826,哆哆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.295706,22.786616
827,京东便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.295164,22.785947
828,意丰园商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.295515,22.786049
829,美惠佳超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.299591,22.78667
830,三号生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.292882,22.783626
831,美宜佳24441店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.300697,22.78556
832,诚静商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.291538,22.76101
833,明发百货(新园路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.29167,22.760774
834,新嘉百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.295513,22.757393
835,华强购物中心,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.285868,22.760488
836,好来屋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.293705,22.763204
837,有好家,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.294626,22.760089
838,万乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.292006,22.758099
839,蔬菜店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.292175,22.758409
840,陈全百货(已改名为陈全发百货商行),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.291151,22.759781
841,阿锋士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.292157,22.758325
842,萧文锋士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.292066,22.758276
843,大家好百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.291954,22.721401
844,购满乐商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.2921,22.721214
845,汇佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.296671,22.722109
846,阿里之门(龙东商业店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.290763,22.720837
847,美惠百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.288605,22.691666
848,鑫万鸿百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.286272,22.682662
849,大麦便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.289694,22.689181
850,绿道驿站(思达义表厂对面),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.29447,22.686381
851,京能环保科技工业园园区内便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.290431,22.687216
852,梦想便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.290243,22.688841
853,万友福超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.290227,22.689221
854,城市驿站连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.289121,22.689096
855,美宜家,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.297017,22.690091
856,双环便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.282061,22.682544
857,云客岛全国连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.286623,22.689592
858,源泉生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.296771,22.673417
859,文达平价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.286629,22.689798
860,四季植物馆便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.280136,22.633072
861,天禅便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.275874,22.63311
862,火车站便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.277655,22.631881
863,和信百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.290791,22.661521
864,大堂小商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.27998,22.629441
865,琉森湖便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.276554,22.632755
866,茶溪谷景区便利店(黑森林酒店北),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.280522,22.632832
867,茶韵轩便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.273764,22.637335
868,茶翁古镇-便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.272635,22.635347
869,东润商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.291606,22.660372
870,华润万家便利超市(东海岸店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.299635,22.600586
871,信隆超市(怀渡街店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305229,22.594328
872,海欢平价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305719,22.592165
873,万丰便利店(海岸路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.299505,22.601927
874,金海裕超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305445,22.595877
875,佳米超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.302646,22.599645
876,侬家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.303738,22.603488
877,依家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.30382,22.60362
878,心悦超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.304132,22.599165
879,清明雨上,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.304257,22.600456
880,选彩优品,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.304583,22.600661
881,糖果盒子,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.303,22.608315
882,京东便利店云顶天海店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305945,22.600732
883,喜市多喜·COFFEE,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.306117,22.593002
884,E家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305887,22.600934
885,7-ELEVEn(艺海路大梅沙7225店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305981,22.600464
886,圣兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305592,22.594577
887,海洋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.30642,22.605047
888,征征便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305915,22.593614
889,金都商店(怀渡街店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305531,22.594569
890,美娟商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305451,22.593763
891,周群商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.30614,22.594145
892,海园超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.307291,22.601903
893,盛通百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.305928,22.595964
894,送或SONGHUO便利e店(大梅沙总店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.30535,22.601353
895,凯浩商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.304326,22.59319
896,口天商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.329484,22.803194
897,王小二百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.328303,22.8028
898,管家商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.335069,22.801674
899,文峰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.330917,22.805846
900,佳兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.337386,22.793627
901,益友商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.330471,22.806092
902,佳隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.329431,22.793039
903,小宝琪商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.336961,22.798049
904,多多便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.33679,22.797882
905,悦来悦便利,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.332376,22.808483
906,大家好百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.337122,22.796927
907,淑娜士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.337888,22.795797
908,和燕商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.333422,22.793455
909,华美百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.336853,22.798506
910,鸿润百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.337465,22.793484
911,大家好百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.337369,22.793358
912,意诚百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.336612,22.792387
913,永隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.336369,22.792316
914,达泰商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.341183,22.796033
915,东盛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.336892,22.792519
916,鑫同兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.33694,22.793231
917,辉珍顺小店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.335388,22.791544
918,喜洋洋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.330003,22.763033
919,鑫辉百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.329634,22.762538
920,家宜百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.332251,22.76386
921,宜家欢便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.332251,22.763893
922,连丰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.331837,22.764325
923,小林百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.330398,22.764091
924,喜乐美佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.333865,22.764573
925,一佳百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.319286,22.766181
926,新乐丰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.332125,22.765179
927,美一佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.331853,22.766638
928,婷婷便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.33213,22.76535
929,涵芸便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.33436,22.763623
930,波记百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.327625,22.763468
931,新乐港货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.333423,22.765056
932,妮妮百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.32898,22.765133
933,惠家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.325211,22.721151
934,职工便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.327065,22.720999
935,万众百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.326071,22.721369
936,九九百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.323401,22.717025
937,龙岗服务区便利捷,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.32662,22.72607
938,天福便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324327,22.720649
939,恒丰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324588,22.723527
940,康景兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324246,22.720767
941,东兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324706,22.72066
942,华润万家(金域东郡店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.343132,22.705312
943,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324548,22.720552
944,美客通,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.323647,22.721795
945,乐优便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.323397,22.721579
946,便利捷商贸有限公司(暂停营业),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.327028,22.726313
947,有好家连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.324223,22.717903
948,有家商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.330996,22.680644
949,美宜佳(东城国际店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.330081,22.679517
950,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.330941,22.679504
951,万家商行(向阳路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.337437,22.687456
952,嘉鸿商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.329342,22.681331
953,中业爱民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.330571,22.67986
954,1212便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.330645,22.679703
955,7-ELEVEn(创新广场店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.334875,22.681847
956,中业爱民(11162),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.32898,22.682126
957,坪山部思进烟酒茶,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,坪山区,114.32942,22.680969
958,旅游购物中心(盐葵路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.325912,22.600881
959,东海商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.329134,22.601659
960,泳发平价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.326823,22.601671
961,益家平价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.327239,22.601633
962,海天平价超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,盐田区,114.326757,22.601626
