,吴仕娣诊所,医疗保健服务,诊所,诊所.1,广东省,深圳市,宝安区,113.783681,22.724646,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
702,深圳于奇诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.334403,22.786487,,,,,
703,谢春良西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.327534,22.787644,,,,,
704,深圳伟波诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.319295,22.783267,,,,,
705,李荣幸西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.241,22.702656,,,,,
706,李俊诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.240925,22.702671,,,,,
707,万科翰邻城社康服务中心,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.232116,22.731608,,,,,
708,陈江河西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.329938,22.766802,,,,,
709,四方埔社区卫生站,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.321203,22.760657,,,,,
710,深圳林爱珠诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.32366,22.768662,,,,,
711,深圳白春华西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.324111,22.768953,,,,,
712,深圳云康诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.322719,22.77166,,,,,
713,深圳柳馨诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.324524,22.722388,,,,,
714,深圳陈志坚诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.323309,22.722337,,,,,
715,陈志坚西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.323332,22.722379,,,,,
716,曹慧琴诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.322958,22.722862,,,,,
717,深圳市龙岗区赵娜诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.318942,22.722448,,,,,
718,刘春阳西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.327779,22.732932,,,,,
719,深圳市龙岗区刘春阳诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.327825,22.733161,,,,,
720,葛敏丽诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.316587,22.715677,,,,,
721,胡燕芳诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.316528,22.715442,,,,,
722,史文彬西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.318007,22.731683,,,,,
723,深圳维健中医,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.339347,22.707757,,,,,
724,深圳陈慧诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.318116,22.731658,,,,,
725,深圳市龙岗区王建喜诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.316804,22.730046,,,,,
726,曾令棚中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.316898,22.731611,,,,,
727,专业儿科,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.338522,22.706107,,,,,
728,深圳万春诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.343584,22.708818,,,,,
729,宝树堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.337846,22.705884,,,,,
730,深圳曾棚中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.316898,22.731611,,,,,
731,萃德堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.329301,22.680549,,,,,
732,萃德堂中医门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.328247,22.680536,,,,,
733,元大东中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.336986,22.683247,,,,,
734,深圳市坪山区马峦街道力高君御花园社区健康服务中心,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.330666,22.677364,,,,,
735,深圳锦云诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.334132,22.688806,,,,,
736,深圳旭辉诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.326449,22.675104,,,,,
737,苗草堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.340727,22.682375,,,,,
738,深圳朱爱泽诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.336392,22.694592,,,,,
739,深圳市汪肖西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.342918,22.684158,,,,,
740,深圳市坪山区君立康诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.32475,22.691417,,,,,
741,澳子头社康中心中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.317432,22.678639,,,,,
742,光武堂,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.344883,22.688622,,,,,
743,李明新西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.336437,22.694666,,,,,
744,邹氏邹汉波风湿药酒王中医,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.342129,22.690476,,,,,
745,深圳百胜康中医,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.347591,22.683497,,,,,
746,深圳德盛中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.345825,22.689368,,,,,
747,深圳光武堂中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.344897,22.688645,,,,,
748,深圳群珍堂中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.346735,22.678906,,,,,
749,深圳杜敏珍诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.338832,22.696885,,,,,
750,周香媛西医妇科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.350142,22.690818,,,,,
751,深圳周香媛诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.350152,22.690885,,,,,
752,深圳梁洪智中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.351284,22.683714,,,,,
753,源之堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.345986,22.69821,,,,,
754,金应强西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.346721,22.699808,,,,,
755,深圳文君诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.364689,22.757884,,,,,
756,深圳永忠诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.369903,22.753735,,,,,
757,龙湾社康中心中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.369033,22.753912,,,,,
758,深圳祝兰珍西医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.368787,22.753866,,,,,
759,吴永康西医内科诊所(龙湾路),医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.370068,22.753691,,,,,
760,深圳杨根远皮肤科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.366334,22.752883,,,,,
761,深圳爱华门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.378838,22.746649,,,,,
762,深圳徐位顿诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.366698,22.749941,,,,,
763,深圳康华堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.373308,22.73558,,,,,
764,医锦堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.383825,22.730226,,,,,
765,老坑社区健康服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.36078,22.727584,,,,,
766,深圳龙田福安康西医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.355972,22.722688,,,,,
767,坪山区妇幼保健院秀新社区健康服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.376454,22.740032,,,,,
768,万春堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.390312,22.722131,,,,,
769,张尧天中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.381872,22.739091,,,,,
770,深圳曾剑辉诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.366861,22.686096,,,,,
771,深圳曾剑辉诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.363032,22.68669,,,,,
772,深圳钱成宪诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.364826,22.688755,,,,,
773,深圳苟玉奎诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.361358,22.68769,,,,,
774,深圳叶国业中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.342496,22.683629,,,,,
775,邹宏伟西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.382121,22.691162,,,,,
776,深圳刘书诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.356809,22.682199,,,,,
777,深圳邹宏伟诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.382171,22.691185,,,,,
778,中西医结合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.355898,22.686511,,,,,
779,深圳姚明强诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.35613,22.689335,,,,,
780,蔡顺峰跌打伤科,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.353812,22.685409,,,,,
781,深圳竹园中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.355889,22.673399,,,,,
782,深圳赵春平诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.351875,22.685381,,,,,
783,深圳赵春平诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.351545,22.683961,,,,,
784,益健康中西医结合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.366949,22.69943,,,,,
785,宋医堂医药有限公司宋医堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.351855,22.683294,,,,,
786,深圳金田诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.411163,22.760481,,,,,
787,坪山区妇幼保健院沙田社区健康服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.402249,22.758549,,,,,
788,深圳金莎诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.398471,22.752275,,,,,
789,金沙社区健康服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.398099,22.753477,,,,,
790,深圳奕其口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.40591,22.692718,,,,,
791,天命中西医结合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.402311,22.691309,,,,,
792,深圳熊明磊诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.397785,22.712001,,,,,
793,深圳技术大学医务室,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.401754,22.70363,,,,,
794,中医古方疗法,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.392033,22.708351,,,,,
795,大鹏新区管委会医务室,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.416138,22.639724,,,,,
796,深圳盘发门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.423813,22.633363,,,,,
797,盘发门诊-妇科,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.424038,22.633487,,,,,
798,深圳庹艾思诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.419394,22.628162,,,,,
799,中西医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.419577,22.628281,,,,,
800,爱世雅健康服务,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.429135,22.633404,,,,,
801,预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.436977,22.632265,,,,,
802,深圳盘发门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.434717,22.632024,,,,,
803,深圳国泰门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.47572,22.592932,,,,,
804,深圳金寿康中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.478048,22.593632,,,,,
805,大鹏新区妇幼保健院-预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.479863,22.593333,,,,,
806,郑伟军中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.494187,22.565857,,,,,
807,大鹏新区妇幼保健院水头社区健康服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.496185,22.56547,,,,,
808,深圳群德中西医结合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.488764,22.572932,,,,,
809,郑世基中医(综合)内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.485997,22.575856,,,,,
810,况志杰西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.485947,22.574783,,,,,
811,深圳市大鹏新区泰安堂诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.493059,22.53325,,,,,
812,中医服务区,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.541529,22.556594,,,,,
