,铭阳启慧国际教育中心,科教文化服务,培训机构,培训机构.1,广东省,深圳市,宝安区,113.775689,22.732589
760,先锋派钢琴教室,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169314,22.558567
761,先锋派钢琴教室,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169314,22.558567
762,莲塘玄龙武道教育中心,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.170866,22.565474
763,多多熊艺术家园(聚宝商业教学中心),科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169949,22.56256
764,哈罗.莫里斯英文阅读馆,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.175297,22.56479
765,乐写乐莲塘校区,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.167139,22.561323
766,爱蓓儿国际早教中心,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169261,22.558114
767,几维阅读成长馆英语学习基地,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169251,22.559248
768,蓬勃小明星学院,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.167291,22.561238
769,金色羽翼棋院,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.166855,22.561319
770,壹佰度书画院,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.169274,22.55792
771,火柴教育·学创乐园,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.218005,22.750711
772,星耀百合艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.218063,22.75061
773,星美画苑,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.216982,22.75011
774,新星教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.217178,22.75011
775,麦乐田少儿美术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.218434,22.750605
776,洣可音乐中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.219514,22.750736
777,卡乐美术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.219364,22.750596
778,新星教育(朱古石路店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.229371,22.748867
779,塔谷教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230118,22.749113
780,高斯数学,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.229014,22.748926
781,宗正吉他工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.229753,22.749208
782,温馨弘筝行,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230003,22.748898
783,朗程作文(五联校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230478,22.748797
784,爱莲舞蹈舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230675,22.74898
785,其乐儿童之家,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230401,22.74888
786,爱尚课教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.23036,22.746195
787,翠微教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230799,22.747176
788,五联教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230536,22.747203
789,博诗教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.23115,22.74463
790,深圳市启点教育发展有限公司,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.229679,22.744129
791,华师国际教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.222905,22.719804
792,花雨星工坊,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.217112,22.719711
793,龙岗花雨音乐剧学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.21711,22.719429
794,李白书法,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.230831,22.723393
795,黄阁翠苑午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.217236,22.713807
796,瀟湘書苑,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.223918,22.683372
797,学而乐教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.223114,22.68073
798,德艺书画教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.223081,22.680804
799,汉之行教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.222952,22.68094
800,JS舞蹈(横岗中心校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.210013,22.6439
801,菲菲美妆教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.2101,22.643996
802,博优教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.211687,22.638613
803,文武社艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207912,22.6427
804,青英数控培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.212238,22.638055
805,德胜篮球体能培训营,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.214813,22.639501
806,龙腾培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.212659,22.637983
807,丹青书法培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.210641,22.646038
808,星迪艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.210727,22.646059
809,家长学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.214636,22.645408
810,光与色画室,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.19849,22.593766
811,明诚学堂,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.19739,22.591833
812,乔丰攀岩培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.223628,22.615025
813,蜂鸟走读空间,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.194507,22.590477
814,佑生书院,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.1918,22.592812
815,谢福言艺术工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,罗湖区,114.193655,22.590659
816,家政培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.205137,22.644649
817,英凡教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207519,22.648245
818,杰奏文化艺术培训盐田基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.22246,22.556284
819,星荟园蒙特梭利工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.220962,22.553445
820,深圳尚文教育中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.227778,22.550768
821,全艺培训,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.228248,22.552643
822,艺奇乐少儿培训,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.226414,22.553574
823,小龙书法培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.22993,22.552273
824,佳南午托,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229384,22.552972
825,德林培训,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229801,22.549384
826,弘音琴行(金融路一巷),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229851,22.549229
827,小海豚艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.228688,22.549611
828,华智教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229814,22.54776
829,习学书院,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.231161,22.552563
830,卓慧教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229262,22.549014
831,星舞卓萌,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229304,22.549733
832,培英社,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.229821,22.547718
833,巴赫琴行(金融路二巷),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.231153,22.549724
834,优越教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.23079,22.546529
835,伯艺乐音乐·唱歌钢琴吉他架子鼓培训(龙岗店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207783,22.648461
836,优私健身教练培训基地深圳校区,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.205334,22.646927
837,思考乐教育(松柏分校),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.209738,22.651059
838,天慧爱幼(爱育幼童横岗店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207862,22.649652
839,深圳启梦艺术文化培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.213741,22.649787
840,顶尖美业总部学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.21829,22.634315
841,迈思腾机器人编程中心(荣德店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207765,22.650986
842,晴天艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.21152,22.651872
843,童话琴行丨吉他尤克里里教学(横岗店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.207806,22.648476
844,龙行艺术教育培训中心(横岗校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.204188,22.647496
845,小花瓣艺术空间,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.204981,22.651059
846,火烈鸟艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.203962,22.6499
847,胡贝儿国际形体礼仪女子学堂(横岗分校),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.210184,22.651258
848,畅通学车(横岗报名点),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.204611,22.649205
849,星火篮球培训(横岗店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.219286,22.650551
850,春之蕾艺术教育荣德国际校区,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.208616,22.651402
851,领航教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.203884,22.650834
852,深圳技师学院(龙岗培训基地),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.211741,22.652161
853,格一艺术.The ONE钢琴音乐教室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.212805,22.651439
854,贝姿艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.221273,22.633522
855,草莓田少儿美术(卓越弥敦道),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.202923,22.648366
856,丫丫舞蹈培训(盛大百货店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.203503,22.650539
857,语博士横岗中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.198599,22.641351
858,优师辅教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.197133,22.642365
859,金品学堂,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.202621,22.651412
860,龙武门国际艺术教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.244499,22.75364
861,人人培训(新东方龙岗教学中心),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.244775,22.753218
862,深圳市龙岗区安保技能培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.252892,22.751949
863,育才培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.249195,22.746237
864,启慧星辰艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.248936,22.746111
865,中诚教育龙岗中心城校区,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.251395,22.721554
866,旭日吉他俱乐部,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.253683,22.71962
867,桔子城,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.253108,22.723016
868,雅韵琴行(九州店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.260895,22.727065
869,FLOWER ARTS CENTER,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.249731,22.722429
870,食为先小吃培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.250223,22.686667
871,柏乐艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.260599,22.682506
872,深圳梦之光少儿艺术培训机构,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.253226,22.688482
873,美芝然美容培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.242541,22.682864
874,国际JS舞蹈(嶂背店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.243235,22.685241
875,大雅音乐艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.262212,22.68255
876,粤港驾校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.241977,22.681734
877,兴文午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264763,22.683849
878,国际JS舞蹈连锁培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.241267,22.684187
879,舞美人艺术中心(振业天峦店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.26066,22.682453
880,奇艺舞蹈(嶂背路),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.241782,22.685185
881,爱美·艾尚培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.242612,22.685079
882,祝博士(深圳宝龙分校),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.261558,22.682009
883,童恩钢琴,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.261562,22.681938
884,享学教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.243514,22.64764
885,爱诗韵美容美甲化妆培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.240249,22.648727
886,星梦园忆动童模学院,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.234997,22.645277
887,国鼎艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.232665,22.644789
888,纽赛特教育(宝沙一路),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264483,22.683767
889,小熊熊午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264305,22.683705
890,育和书院峦山谷店,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264433,22.686122
891,domi多米音乐艺术中心(龙岗振业天峦店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.263686,22.683452
892,天骄少儿培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264361,22.686348
893,雨中蝶舞蹈艺术团,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.265508,22.68738
894,凯星文化教育培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.26451,22.685682
895,珠江钢琴艺术教室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264879,22.686756
896,金港会所,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.255396,22.589305
897,树人教育(东港印象店),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.250746,22.592018
898,多艾米琴行,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.248646,22.591799
899,博雅文房,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254412,22.59241
900,牧鱼画院(盐田分店),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254416,22.592275
901,小白鸽盐田分校,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254499,22.592272
902,众弈围棋,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254364,22.592187
903,文艺·拉丁舞,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.253703,22.591909
904,博瀚教育(盐田校区),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254076,22.591725
905,小小鲁班儿童益智创意中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254394,22.592371
906,锦尚优·艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.254092,22.591781
907,思考乐教育(山海分校),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.25303,22.590789
908,多艾米文化艺术(东港分校),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.248889,22.591819
909,博盛思教育(盐田分校),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.250777,22.589932
910,思考乐教育(盐田分校),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.243534,22.557041
911,奥阳国际儿童成长中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.244886,22.558069
912,交警培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.242684,22.563345
913,以画绘话,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.24404,22.557734
914,叁棵树美育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.24388,22.557418
915,盐田精茂城编程猫体验中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.243869,22.557509
916,优学堂,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.243479,22.555969
917,小海豚童悦托管,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.243533,22.555811
918,758美术工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238924,22.55524
919,乐敦乐高中心(盐田),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238002,22.553707
920,精锐·个性化,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238484,22.557526
921,深圳永生乒乓球培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.240754,22.554685
922,钜鸿教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.239602,22.554187
923,维密瘦身分店,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.23923,22.554564
924,EF英孚教育青少儿英语(盐田沙头角中心),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238818,22.557232
925,深圳市艺蕾芭蕾舞培训,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.236129,22.554343
926,科思励教育盐田中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.237887,22.553853
927,V·FORCE唯势力街舞盐田分校,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238687,22.555253
928,你和我艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.236038,22.554288
929,勇舞者街舞,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.236257,22.55442
930,小白鸽少儿艺术教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.237948,22.550564
931,万众文体,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.236169,22.554367
932,深圳市一念书画院,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.235085,22.550869
933,深圳市盐田区职业培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.235261,22.554291
934,张斌和众艺术教育(壹海城店),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.237627,22.55407
935,稻和甜音音乐教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.234605,22.553115
936,杨梅红国际私立美校(深圳盐田壹海城校区),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.238614,22.552394
937,拉丁舞,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.234338,22.553928
938,小马快跑国际教育(盐田中心),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.237111,22.550436
939,弈星围棋,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.234702,22.552913
940,习学(国学)书院,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.234123,22.553804
941,壹心教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.234674,22.552858
942,KASCA卡思佳·国际托育园(蓝郡园店),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.23705,22.551725
943,0809艺术生活空间(梦工厂校区),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.239571,22.550393
944,比阳教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.233549,22.553797
945,春之谷儿童之家,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.236409,22.548496
946,娜舞内曲文化艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.298774,22.761172
947,深圳市燕之绘文化艺术传播中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.284828,22.761164
948,鼎尖教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.300994,22.763125
949,铸梦缘文化艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.281035,22.759112
950,奇思音乐,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.291604,22.721456
951,科大培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.290495,22.720996
952,深圳市龙岗区俊音艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.292078,22.721901
953,绘壹方艺术教育(育贤店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.292253,22.721241
954,德政华大教育培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.290989,22.723172
955,优加艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.293181,22.721962
956,餐桌,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.294537,22.721519
957,苏珊乐学教学中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.293417,22.721971
958,群英绘美术教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.294159,22.722115
959,优学辅导中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.292747,22.719338
960,德龙舞蹈(龙城书院校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.290222,22.719613
961,伯雅琴行,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.288659,22.721185
962,美云艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.288174,22.71998
963,深圳市龙岗区职业培训学校,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.279781,22.682848
964,尚荣医疗培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.30262,22.688238
965,JS舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.278215,22.680853
966,恒恩教育(南约校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.276453,22.695759
967,英皓教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.278089,22.689476
968,万象艺术培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.292969,22.667056
969,纷飞舞蹈学苑,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.288843,22.666969
970,新梦想教育电脑美容化妆美甲,科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.292435,22.666961
971,超竞电竞创意培训中心(深圳校区),科教文化服务,培训机构,培训机构,广东省,深圳市,坪山区,114.307183,22.674923
972,学优诚教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.276376,22.695096
973,优贝儿童之家,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.272649,22.690576
974,中兴国际研发培训中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.293529,22.58498
975,海关总署盐田教育培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.283734,22.586931
976,牛津少儿英语,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.304932,22.600876
977,乖乖虎美术家园,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.303815,22.599077
978,ALV一等国际教育,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.304343,22.59937
979,ALV一等教育(梅沙校区),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.304387,22.599404
980,未来式减肥训练营(万科东海岸营地),科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.303486,22.598801
981,爱培托管教育之家,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.307534,22.600018
982,皇庭艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.307639,22.599808
983,高考画室,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.310214,22.599386
984,完美空间数字技术教育培训基地,科教文化服务,培训机构,培训机构,广东省,深圳市,盐田区,114.310347,22.600574
985,橙才教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.305477,22.720823
986,红领巾午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.279322,22.727728
987,嘉应教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.305615,22.720627
988,十牛小镇早教日托,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.30561,22.720825
989,龙行教育(中骏校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.305794,22.720661
990,音伦钢琴艺术中心(中骏分校),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.304094,22.720281
991,全登培训(大新街),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.279647,22.730608
992,福雅国际艺术教育中心(第五分校),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.303803,22.721402
993,欣海少儿培训(中骏校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.305589,22.72075
994,芽芽小学堂,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.27516,22.724632
995,深圳市龙岗区龙岗甜梦园午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.279453,22.727494
996,朗程作文(双龙校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.274897,22.724517
997,新生学校-新生午托中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.277568,22.740113
998,金喜堂广新书法工作室,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.278161,22.732345
999,创艺之家国际美术教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.274486,22.724571
1000,RS舞蹈,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.276405,22.729995
1001,波尔卡教育城,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.274511,22.724569
1002,光佑艺术,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.272719,22.723982
1003,深圳市鹏才教育培训有限公司,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.28162,22.73687
1004,钢琴培训中心(龙盈泰商业中心店),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.27799,22.727939
1005,圆梦教育,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.327834,22.787861
1006,六联叉车技术天明服务部,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.329565,22.789164
1007,天蕴文化艺术培训,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.326723,22.786343
1008,琳音艺术中心,科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.264373,22.728185
1009,舞林大会(龙岗校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.243339,22.709794
1010,中鹏教育(总部),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.246004,22.710197
1011,金翅膀教育(南联校区),科教文化服务,培训机构,培训机构,广东省,深圳市,龙岗区,114.265874,22.724683
